Provider,OP_NumClaims,OP_NumBeneficiaries,OP_AvgReimbursement,OP_TotalReimbursement,OP_MaxReimbursement,OP_StdReimbursement,OP_MedianReimbursement,OP_AvgDeductible,OP_TotalDeductible,OP_AvgClaimDuration,OP_TotalClaimDuration,OP_MaxClaimDuration,OP_StdClaimDuration,OP_NumAttendingPhysicians,OP_NumOperatingPhysicians,OP_NumOtherPhysicians,OP_ClaimsPerBeneficiary,OP_ReimbursementPerDay,OP_ReimbursementPerBeneficiary,OP_TotalUniqueDiagnoses,OP_TotalUniqueProcedures
PRV51040,77,62,148.96103896103895,11470,1600,250.15039905279934,60.0,3.116883116883117,240,0.6233766233766234,48,17,2.9381293773194184,13,6,10,1.2419354838709677,238.95833333333334,185.0,202,0
PRV51041,34,31,217.94117647058823,7410,3200,562.4232171797465,60.0,7.9411764705882355,270,2.3529411764705883,80,20,6.29998726762146,9,4,5,1.096774193548387,92.625,239.03225806451613,80,0
PRV51042,142,128,338.38028169014086,48050,3300,625.7915694564421,90.0,2.183098591549296,310,1.232394366197183,175,20,4.517366792390155,52,27,27,1.109375,274.57142857142856,375.390625,311,0
PRV51043,23,20,194.7826086956522,4480,1100,297.6402582315741,60.0,0.0,0,0.0,0,0,0.0,6,2,4,1.15,,224.0,44,0
PRV51044,59,39,361.52542372881356,21330,3300,633.149798583193,100.0,2.2033898305084745,130,2.152542372881356,127,20,5.653236971194815,1,1,1,1.5128205128205128,167.95275590551182,546.9230769230769,132,0
PRV51045,31,29,270.64516129032256,8390,3300,602.7212483609703,80.0,1.2903225806451613,40,2.2580645161290325,70,20,5.591468155058406,16,4,8,1.0689655172413792,119.85714285714286,289.3103448275862,79,0
PRV51046,30,19,279.0,8370,2000,468.2273983351723,100.0,3.3333333333333335,100,0.8666666666666667,26,20,3.7299656403458896,5,2,3,1.5789473684210527,321.9230769230769,440.5263157894737,68,0
PRV51047,11,11,230.0,2530,1300,371.80640123591206,100.0,0.0,0,3.090909090909091,34,20,6.8184242381146305,10,1,5,1.0,74.41176470588235,230.0,22,0
PRV51048,34,30,255.88235294117646,8700,3300,569.822501055765,95.0,2.3529411764705883,80,0.11764705882352941,4,3,0.5373732906238788,11,4,8,1.1333333333333333,2175.0,290.0,77,0
PRV51049,71,65,305.9154929577465,21720,3300,644.0465321804644,70.0,2.676056338028169,190,1.7887323943661972,127,20,5.593147575273941,35,11,21,1.0923076923076922,171.0236220472441,334.15384615384613,168,0
PRV51052,44,36,381.8181818181818,16800,3300,710.726037976014,60.0,4.7727272727272725,210,1.9772727272727273,87,20,5.816930527443093,16,5,6,1.2222222222222223,193.10344827586206,466.6666666666667,125,0
PRV51054,57,40,265.43859649122805,15130,1900,417.09056131834507,90.0,2.456140350877193,140,2.3508771929824563,134,20,5.884274527653514,3,2,2,1.425,112.91044776119404,378.25,133,0
PRV51055,20,20,247.0,4940,2300,549.3546453028221,65.0,3.5,70,0.1,2,2,0.4472135954999579,5,2,3,1.0,2470.0,247.0,62,0
PRV51056,20,19,335.0,6700,2500,666.0369833259222,75.0,0.5,10,0.5,10,4,1.1470786693528088,5,2,4,1.0526315789473684,670.0,352.63157894736844,47,0
PRV51057,5,4,1366.0,6830,3300,1273.8838251583227,1200.0,0.0,0,0.0,0,0,0.0,1,1,1,1.25,,1707.5,20,0
PRV51058,78,71,205.51282051282053,16030,2500,375.3739172552853,70.0,2.5641025641025643,200,0.9102564102564102,71,20,3.902000477397168,29,8,15,1.0985915492957747,225.77464788732394,225.77464788732394,204,0
PRV51059,71,60,282.53521126760563,20060,3300,538.3751169952022,90.0,3.380281690140845,240,0.9295774647887324,66,20,3.626584160895255,21,8,14,1.1833333333333333,303.93939393939394,334.3333333333333,158,0
PRV51060,37,37,235.40540540540542,8710,1020,274.0802254267351,90.0,0.0,0,1.972972972972973,73,20,5.7032470599674205,24,5,8,1.0,119.31506849315069,235.40540540540542,97,0
PRV51061,144,66,360.69444444444446,51940,6700,820.8921062105845,100.0,1.8055555555555556,260,2.3541666666666665,339,20,6.161541844546533,6,3,5,2.1818181818181817,153.21533923303835,786.969696969697,323,0
PRV51062,394,164,275.0761421319797,108380,3300,560.6681031795838,80.0,1.8781725888324874,740,1.5761421319796953,621,20,4.93783640231035,3,3,1,2.402439024390244,174.52495974235106,660.8536585365854,837,0
PRV51063,149,115,343.02013422818794,51110,3300,649.1935794860635,80.0,1.0738255033557047,160,1.610738255033557,240,20,5.119796513845919,3,3,0,1.2956521739130435,212.95833333333334,444.4347826086956,336,0
PRV51064,267,198,300.8239700374532,80320,3300,539.7222159599519,80.0,1.8726591760299625,500,1.4981273408239701,400,20,4.67867866752451,97,32,61,1.3484848484848484,200.8,405.65656565656565,606,0
PRV51065,18,16,87.22222222222223,1570,300,89.62704132095243,55.0,6.111111111111111,110,1.4444444444444444,26,20,4.780133178334509,7,3,4,1.125,60.38461538461539,98.125,49,0
PRV51066,22,19,263.1818181818182,5790,2200,502.1893625358426,80.0,4.545454545454546,100,1.0,22,20,4.253849796976627,6,5,5,1.1578947368421053,263.1818181818182,304.7368421052632,62,0
PRV51067,46,39,185.2173913043478,8520,2100,390.42278582431794,55.0,6.086956521739131,280,1.1956521739130435,55,20,4.292730626522476,19,4,13,1.1794871794871795,154.9090909090909,218.46153846153845,111,0
PRV51068,252,206,262.93650793650795,66260,3300,514.6732494715665,80.0,1.746031746031746,440,1.3174603174603174,332,20,4.152761849000572,74,32,45,1.2233009708737863,199.57831325301206,321.6504854368932,572,0
PRV51070,89,61,274.2696629213483,24410,3300,593.8183216968297,80.0,3.3707865168539324,300,1.6629213483146068,148,20,5.406107279198053,36,12,14,1.459016393442623,164.93243243243242,400.1639344262295,195,0
PRV51071,24,24,356.25,8550,3200,728.391990142909,85.0,2.0833333333333335,50,2.0833333333333335,50,20,5.702148082400456,11,2,5,1.0,171.0,356.25,59,0
PRV51072,200,150,235.85,47170,3200,463.15856548693955,70.0,2.15,430,1.375,275,20,4.67586285805483,42,17,44,1.3333333333333333,171.52727272727273,314.46666666666664,461,0
PRV51074,34,34,299.11764705882354,10170,2500,513.9058258678944,100.0,2.3529411764705883,80,1.7941176470588236,61,20,5.392359419303564,11,4,4,1.0,166.72131147540983,299.11764705882354,98,0
PRV51075,17,13,502.94117647058823,8550,3000,765.4881180159032,100.0,4.117647058823529,70,1.1764705882352942,20,20,4.85071250072666,4,2,3,1.3076923076923077,427.5,657.6923076923077,40,0
PRV51076,29,27,352.7586206896552,10230,3300,853.5467873682151,50.0,1.7241379310344827,50,1.1724137931034482,34,20,4.456688116249245,8,3,5,1.0740740740740742,300.88235294117646,378.8888888888889,71,0
PRV51077,17,17,314.70588235294116,5350,2600,632.3282142908344,70.0,11.764705882352942,200,2.5294117647058822,43,20,6.325717815580533,10,1,5,1.0,124.4186046511628,314.70588235294116,38,0
PRV51078,14,14,162.14285714285714,2270,800,219.30584794996903,65.0,7.142857142857143,100,0.07142857142857142,1,1,0.2672612419124244,10,2,4,1.0,2270.0,162.14285714285714,33,0
PRV51081,194,125,232.37113402061857,45080,3300,485.090180592759,80.0,3.917525773195876,760,1.4845360824742269,288,20,4.619430469935332,2,1,0,1.552,156.52777777777777,360.64,477,0
PRV51082,34,31,160.88235294117646,5470,1000,237.41496272903532,80.0,2.0588235294117645,70,1.1764705882352942,40,20,4.776651472212257,9,3,6,1.096774193548387,136.75,176.4516129032258,80,0
PRV51083,90,81,201.11111111111111,18100,3300,512.3210993741329,70.0,1.5555555555555556,140,1.3777777777777778,124,20,4.831027475280633,18,8,15,1.1111111111111112,145.96774193548387,223.45679012345678,211,0
PRV51084,90,67,273.1111111111111,24580,3300,571.5180739608503,75.0,5.888888888888889,530,0.7888888888888889,71,20,3.4786489836660075,25,6,15,1.3432835820895523,346.19718309859155,366.86567164179104,180,0
PRV51086,108,86,307.1296296296296,33170,3300,623.4214471736782,80.0,0.5555555555555556,60,2.212962962962963,239,20,5.982921059969818,20,11,16,1.255813953488372,138.7866108786611,385.69767441860466,288,0
PRV51089,210,179,256.6666666666667,53900,3300,538.152371063864,70.0,2.5714285714285716,540,1.3952380952380952,293,20,4.705791625584605,66,21,41,1.1731843575418994,183.95904436860067,301.1173184357542,463,0
PRV51090,7,7,832.8571428571429,5830,3300,1303.798479900355,50.0,8.571428571428571,60,5.714285714285714,40,20,9.759000729485331,3,1,1,1.0,145.75,832.8571428571429,17,0
PRV51091,44,44,210.6818181818182,9270,2100,451.69138325658287,60.0,1.8181818181818181,80,0.9318181818181818,41,20,4.211820173686869,19,6,13,1.0,226.09756097560975,210.6818181818182,125,0
PRV51093,7,7,387.14285714285717,2710,2100,760.6732606867482,80.0,0.0,0,0.14285714285714285,1,1,0.37796447300922725,5,2,4,1.0,2710.0,387.14285714285717,17,0
PRV51096,5,5,640.0,3200,2100,826.4381404557754,400.0,20.0,100,4.0,20,20,8.94427190999916,3,0,2,1.0,160.0,640.0,8,0
PRV51097,125,71,355.36,44420,3500,751.1727862740433,80.0,1.84,230,1.744,218,20,5.108348637911436,1,1,1,1.7605633802816902,203.76146788990826,625.6338028169014,294,0
PRV51098,4,4,75.0,300,200,85.04900548115383,45.0,0.0,0,0.0,0,0,0.0,2,0,2,1.0,,75.0,13,0
PRV51103,6,4,73.33333333333333,440,200,71.46094504459528,55.0,10.0,60,0.0,0,0,0.0,2,0,2,1.5,,110.0,8,0
PRV51104,12,9,158.33333333333334,1900,700,202.83595401807898,90.0,9.166666666666666,110,1.1666666666666667,14,14,4.041451884327381,2,0,2,1.3333333333333333,135.71428571428572,211.11111111111111,28,0
PRV51105,12,12,545.0,6540,1800,767.4455858708989,85.0,0.0,0,3.3333333333333335,40,20,7.784989441615229,2,1,2,1.0,163.5,545.0,28,0
PRV51111,132,85,415.6060606060606,54860,7010,886.0584799473751,80.0,1.5151515151515151,200,2.462121212121212,325,20,6.367145276932347,4,2,2,1.5529411764705883,168.8,645.4117647058823,332,0
PRV51112,304,195,346.2171052631579,105250,4100,655.4920296194023,80.0,2.664473684210526,810,1.8453947368421053,561,20,5.459642982268492,7,7,6,1.558974358974359,187.6114081996435,539.7435897435897,614,0
PRV51113,132,78,351.43939393939394,46390,3300,712.566731923337,70.0,4.166666666666667,550,1.5454545454545454,204,20,4.978370984007385,2,2,1,1.6923076923076923,227.40196078431373,594.7435897435897,320,1
PRV51114,262,160,292.82442748091603,76720,8200,708.7145287296077,80.0,2.1374045801526718,560,1.1984732824427482,314,20,4.302578479034281,5,4,3,1.6375,244.3312101910828,479.5,491,0
PRV51115,7,6,140.0,980,600,203.9607805437114,60.0,2.857142857142857,20,0.0,0,0,0.0,3,1,3,1.1666666666666667,,163.33333333333334,13,0
PRV51117,12,10,162.5,1950,1400,390.8527972151524,50.0,0.0,0,1.75,21,20,5.754444922287149,4,0,3,1.2,92.85714285714286,195.0,28,0
PRV51119,1,1,95580.0,95580,95580,0.0,95580.0,865.0,865,13.0,13,13,0.0,1,1,1,1.0,7352.307692307692,95580.0,10,2
PRV51121,1,1,80.0,80,80,0.0,80.0,0.0,0,0.0,0,0,0.0,1,0,0,1.0,,80.0,1,0
PRV51122,7,7,160.0,1120,500,200.91457554559517,60.0,0.0,0,0.0,0,0,0.0,7,3,4,1.0,,160.0,14,0
PRV51123,29,28,617.5862068965517,17910,3300,913.9422268878213,200.0,1.3793103448275863,40,2.4827586206896552,72,20,6.196892594882723,19,6,9,1.0357142857142858,248.75,639.6428571428571,87,0
PRV51125,36,20,591.9444444444445,21310,3300,934.1453525455981,100.0,7.777777777777778,280,1.8611111111111112,67,20,5.483235633809021,25,5,11,1.8,318.05970149253733,1065.5,78,0
PRV51128,45,37,271.55555555555554,12220,3300,551.5637091511054,90.0,0.0,0,1.8888888888888888,85,20,5.3987465810560735,19,10,14,1.2162162162162162,143.76470588235293,330.27027027027026,147,0
PRV51129,96,65,238.75,22920,2000,364.57401241217923,85.0,5.0,480,1.3541666666666667,130,20,4.497903995293496,54,11,29,1.476923076923077,176.30769230769232,352.61538461538464,226,0
PRV51130,7,7,710.0,4970,3100,1110.8555261599054,200.0,0.0,0,2.857142857142857,20,20,7.5592894601845435,2,1,2,1.0,248.5,710.0,19,0
PRV51131,8,8,145.0,1160,800,272.81600288210996,30.0,8.75,70,0.0,0,0,0.0,4,1,3,1.0,,145.0,31,0
PRV51132,7,5,190.0,1330,800,303.5347316755256,30.0,0.0,0,1.4285714285714286,10,6,2.5071326821120348,4,0,4,1.4,133.0,266.0,12,0
PRV51134,15,12,507.3333333333333,7610,2900,862.0363488082546,70.0,5.333333333333333,80,2.6666666666666665,40,20,7.037315505489968,3,1,1,1.25,190.25,634.1666666666666,29,0
PRV51135,5,2,60.0,300,90,25.495097567963924,60.0,0.0,0,0.0,0,0,0.0,1,1,1,2.5,,150.0,8,0
PRV51137,54,50,186.11111111111111,10050,3300,478.20188626265093,60.0,5.185185185185185,280,0.07407407407407407,4,2,0.32805037877325705,22,9,12,1.08,2512.5,201.0,139,0
PRV51138,25,20,297.2,7430,3300,730.9669395168747,60.0,0.0,0,1.56,39,20,5.260544965432131,7,3,7,1.25,190.51282051282053,371.5,65,0
PRV51139,36,35,313.3333333333333,11280,2600,611.391854705311,60.0,1.1111111111111112,40,2.1944444444444446,79,20,5.810431232801152,28,7,10,1.0285714285714285,142.78481012658227,322.2857142857143,85,0
PRV51140,440,363,331.20454545454544,145730,8400,777.2908116669353,70.0,2.9318181818181817,1290,1.6863636363636363,742,20,5.1254686283478605,3,3,2,1.2121212121212122,196.40161725067387,401.4600550964187,860,0
PRV51141,71,37,274.50704225352115,19490,1900,409.52512126815634,100.0,2.3943661971830985,170,1.732394366197183,123,20,4.968350535364179,8,7,5,1.9189189189189189,158.45528455284554,526.7567567567568,185,0
PRV51142,44,35,172.04545454545453,7570,1700,303.71788887941716,60.0,1.3636363636363635,60,1.0454545454545454,46,20,3.691313155482656,13,5,7,1.2571428571428571,164.56521739130434,216.28571428571428,90,0
PRV51143,77,68,265.5844155844156,20450,3300,515.6944564230928,80.0,4.545454545454546,350,0.987012987012987,76,20,3.541087799315444,26,7,13,1.1323529411764706,269.07894736842104,300.7352941176471,187,0
PRV51144,26,25,316.15384615384613,8220,2300,566.4703128890475,95.0,8.461538461538462,220,1.3076923076923077,34,20,4.584925131508525,11,6,6,1.04,241.76470588235293,328.8,59,0
PRV51145,41,39,140.2439024390244,5750,1100,208.1404310180755,90.0,3.4146341463414633,140,0.8292682926829268,34,20,3.3978113472085987,36,7,17,1.0512820512820513,169.11764705882354,147.43589743589743,102,0
PRV51146,190,177,330.05263157894734,62710,3300,655.408509767441,75.0,4.157894736842105,790,2.036842105263158,387,20,5.6590715231421,72,35,47,1.073446327683616,162.04134366925064,354.29378531073445,395,0
PRV51147,32,32,276.875,8860,3300,691.7319894014519,85.0,6.5625,210,2.5,80,20,6.720215050322471,23,5,10,1.0,110.75,276.875,82,0
PRV51148,296,230,304.93243243243245,90260,3300,568.3571288614427,80.0,3.5472972972972974,1050,1.597972972972973,473,20,4.931104591002168,51,18,38,1.2869565217391303,190.82452431289641,392.4347826086956,661,0
PRV51149,32,28,240.0,7680,2600,543.2221668715712,50.0,2.1875,70,1.34375,43,20,4.909565219564894,25,4,12,1.1428571428571428,178.6046511627907,274.2857142857143,74,0
PRV51151,211,203,281.042654028436,59300,5200,584.13456789516,70.0,4.123222748815166,870,1.4360189573459716,303,20,4.862826072271423,87,28,53,1.0394088669950738,195.7095709570957,292.1182266009852,472,0
PRV51152,83,39,310.48192771084337,25770,3300,645.3395846741914,70.0,6.024096385542169,500,1.7228915662650603,143,20,5.102159401789548,3,2,3,2.128205128205128,180.2097902097902,660.7692307692307,209,0
PRV51153,83,79,246.86746987951807,20490,3300,469.6935371142923,80.0,7.590361445783133,630,1.0481927710843373,87,20,3.783480184149184,47,10,22,1.0506329113924051,235.51724137931035,259.36708860759495,193,0
PRV51154,161,147,284.16149068322983,45750,8100,796.7085092791241,70.0,4.906832298136646,790,1.3229813664596273,213,20,4.831669592997914,3,3,2,1.0952380952380953,214.7887323943662,311.2244897959184,354,0
PRV51155,115,110,228.95652173913044,26330,3300,483.3098129420105,80.0,1.391304347826087,160,1.0434782608695652,120,20,4.220649539160768,1,1,0,1.0454545454545454,219.41666666666666,239.36363636363637,255,0
PRV51156,542,425,259.48339483394835,140640,3300,533.4428603946388,70.0,3.1734317343173433,1720,1.367158671586716,741,20,4.619722932285001,3,3,1,1.275294117647059,189.79757085020242,330.91764705882355,973,0
PRV51159,504,448,321.68650793650795,162130,12040,783.3380001009112,80.0,2.0436507936507935,1030,1.2380952380952381,624,20,4.402111496666415,98,54,65,1.125,259.82371794871796,361.89732142857144,926,0
PRV51160,24,24,250.83333333333334,6020,2300,571.8993273118182,60.0,0.8333333333333334,20,1.9583333333333333,47,20,5.736831170956486,18,7,8,1.0,128.08510638297872,250.83333333333334,65,0
PRV51164,350,298,325.65714285714284,113980,3300,612.1917945276155,80.0,2.1714285714285713,760,1.1171428571428572,391,20,4.222398028191231,5,4,3,1.174496644295302,291.5089514066496,382.48322147651004,672,0
PRV51165,72,71,329.1666666666667,23700,3300,615.1165010460661,100.0,4.444444444444445,320,0.9583333333333334,69,20,4.067866174208243,44,12,19,1.0140845070422535,343.4782608695652,333.80281690140845,189,0
PRV51166,4,4,717.5,2870,2700,1321.8011701210335,70.0,0.0,0,0.0,0,0,0.0,3,1,0,1.0,,717.5,10,0
PRV51167,190,182,273.57894736842104,51980,3300,546.3295820773889,75.0,2.1578947368421053,410,1.7421052631578948,331,20,5.359244180844837,22,18,17,1.043956043956044,157.0392749244713,285.6043956043956,438,0
PRV51168,78,77,223.97435897435898,17470,3300,537.757101889599,65.0,2.1794871794871793,170,0.2564102564102564,20,16,1.8335679321943215,12,6,4,1.0129870129870129,873.5,226.88311688311688,162,0
PRV51169,77,74,251.6883116883117,19380,3300,512.5385803126962,70.0,0.6493506493506493,50,1.4935064935064934,115,20,4.700569328964806,51,10,23,1.0405405405405406,168.52173913043478,261.8918918918919,190,0
PRV51170,8,8,102.5,820,300,100.95968077830447,80.0,0.0,0,0.0,0,0,0.0,4,0,0,1.0,,102.5,23,0
PRV51171,59,59,234.23728813559322,13820,3300,505.2114729286399,60.0,3.389830508474576,200,1.576271186440678,93,20,4.59836323890513,38,12,15,1.0,148.6021505376344,234.23728813559322,144,0
PRV51173,15,14,419.3333333333333,6290,3300,954.3918532362949,60.0,13.333333333333334,200,2.6666666666666665,40,20,7.037315505489967,7,1,5,1.0714285714285714,157.25,449.2857142857143,34,0
PRV51175,41,39,235.3658536585366,9650,2100,417.4691459316221,90.0,2.1951219512195124,90,0.6585365853658537,27,20,3.151267650466721,21,5,9,1.0512820512820513,357.4074074074074,247.43589743589743,102,0
PRV51176,445,399,328.0449438202247,145980,7500,703.2620247482307,80.0,1.9550561797752808,870,2.0651685393258425,919,20,5.781515690239497,128,45,89,1.1152882205513786,158.84657236126225,365.8646616541353,836,0
PRV51178,31,31,296.1290322580645,9180,1500,359.51520523574374,100.0,9.35483870967742,290,0.7419354838709677,23,20,3.5959953831587335,18,3,8,1.0,399.1304347826087,296.1290322580645,61,0
PRV51179,26,26,192.30769230769232,5000,1400,310.19100815217314,55.0,0.0,0,0.8076923076923077,21,20,3.9193798567552065,14,4,8,1.0,238.0952380952381,192.30769230769232,81,0
PRV51180,127,84,371.9685039370079,47240,3300,705.056610774589,90.0,2.204724409448819,280,1.6141732283464567,205,20,5.009589604099303,2,2,0,1.5119047619047619,230.4390243902439,562.3809523809524,315,0
PRV51181,10,10,215.0,2150,800,275.8522148623143,85.0,0.0,0,2.6,26,20,6.310485101972924,5,1,4,1.0,82.6923076923077,215.0,19,0
PRV51183,72,65,263.75,18990,2800,537.2476479346072,70.0,0.9722222222222222,70,1.2777777777777777,92,20,3.8280735500838174,5,5,3,1.1076923076923078,206.41304347826087,292.15384615384613,161,0
PRV51185,8,8,198.75,1590,500,191.045058260386,95.0,0.0,0,0.0,0,0,0.0,5,2,3,1.0,,198.75,16,0
PRV51186,2,2,50.0,100,50,0.0,50.0,0.0,0,0.0,0,0,0.0,1,1,0,1.0,,50.0,8,0
PRV51189,56,51,156.07142857142858,8740,1600,254.49899854368832,70.0,4.285714285714286,240,0.6071428571428571,34,20,2.858343903404535,11,6,8,1.0980392156862746,257.05882352941177,171.37254901960785,138,0
PRV51190,63,61,243.015873015873,15310,2400,477.2726106799697,70.0,5.238095238095238,330,0.4603174603174603,29,15,2.085475089567447,21,5,15,1.0327868852459017,527.9310344827586,250.98360655737704,132,0
PRV51191,32,30,343.4375,10990,3000,644.463314479325,90.0,2.8125,90,3.15625,101,20,7.366486337986513,22,5,12,1.0666666666666667,108.81188118811882,366.3333333333333,86,0
PRV51194,7,7,77.14285714285714,540,200,62.640318675829896,60.0,0.0,0,0.0,0,0,0.0,4,2,2,1.0,,77.14285714285714,16,0
PRV51196,720,432,273.69444444444446,197060,4300,600.1747227956727,70.0,2.4305555555555554,1750,1.4027777777777777,1010,20,4.690592847169743,1,1,0,1.6666666666666667,195.1089108910891,456.1574074074074,1274,0
PRV51198,6,3,60.0,360,100,37.416573867739416,65.0,5.0,30,0.0,0,0,0.0,2,1,2,2.0,,120.0,10,0
PRV51200,19,16,232.6315789473684,4420,1600,417.0643716004515,60.0,0.0,0,1.5789473684210527,30,20,5.01459857121279,4,2,3,1.1875,147.33333333333334,276.25,54,0
PRV51201,45,41,236.88888888888889,10660,3300,550.4412371503024,60.0,1.1111111111111112,50,0.9777777777777777,44,15,3.250796328236632,3,1,2,1.0975609756097562,242.27272727272728,260.0,114,0
PRV51202,12,12,417.5,5010,3100,890.3331858457158,60.0,0.0,0,3.6666666666666665,44,20,7.714606374608591,5,1,4,1.0,113.86363636363636,417.5,23,0
PRV51203,21,20,730.4761904761905,15340,9010,1977.689248063194,60.0,3.8095238095238093,80,1.2380952380952381,26,20,4.493381376032552,5,3,3,1.05,590.0,767.0,46,0
